,Escola,sexo,idade,endereco,tamfamilia,paisjuntos,EducacaoMae,EducacaoPai,TrabMae,TrabPai,razoes,responsavel,deslocamento,TempoDeEstudo,reprovacoes,ApoioEscolar,ApoioFamiliar,AulasParticulares,AtividadeExtra,Creche,Graduacao,internet,namoro,relacionamentoFamiliar,TempoLivre,PasseiosComAmigos,ConsumoT,ConsumoFS,saude,faltas,nota1,nota2,Nota Final
322,Escola1,F,17,R,LE3,T,2,2,servicos,servicos,curso preferido,mae,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11
323,Escola1,F,17,U,GT3,T,3,1,servicos,servicos,curso preferido,pai,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15
324,Escola1,F,17,U,LE3,T,0,2,em_casa,em_casa,proximidade,pai,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15
325,Escola1,M,18,U,GT3,T,4,4,outro,outro,curso preferido,mae,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11
326,Escola1,M,17,U,GT3,T,3,3,outro,servicos,reputacao,mae,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16
327,Escola1,M,17,R,GT3,T,2,2,servicos,outro,curso preferido,mae,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10
328,Escola1,F,17,U,GT3,T,4,4,professor,servicos,curso preferido,mae,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9
329,Escola1,F,17,U,GT3,T,4,4,professor,professor,curso preferido,mae,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14
330,Escola1,M,18,U,LE3,T,2,2,outro,outro,curso preferido,mae,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8
331,Escola1,F,17,R,GT3,T,2,4,em_casa,outro,curso preferido,pai,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14
332,Escola1,F,18,U,GT3,T,3,3,servicos,servicos,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0
333,Escola1,F,18,U,LE3,T,2,2,outro,outro,proximidade,outro,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0
334,Escola1,F,18,R,GT3,T,2,2,em_casa,outro,curso preferido,mae,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0
335,Escola1,F,17,U,GT3,T,3,4,servicos,outro,curso preferido,mae,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15
336,Escola1,F,19,R,GT3,A,3,1,servicos,em_casa,proximidade,outro,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13
337,Escola1,F,17,U,GT3,T,3,2,outro,outro,proximidade,mae,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0
338,Escola1,F,18,U,LE3,T,3,3,servicos,servicos,proximidade,mae,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17
339,Escola1,F,17,R,GT3,A,3,2,outro,outro,proximidade,mae,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10
340,Escola1,F,19,U,GT3,T,2,1,servicos,servicos,proximidade,outro,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
341,Escola1,M,18,U,GT3,T,4,4,professor,servicos,proximidade,pai,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0
342,Escola1,M,18,U,LE3,T,3,4,servicos,outro,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15
343,Escola1,F,17,U,GT3,A,2,2,em_casa,em_casa,proximidade,pai,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0
344,Escola1,F,18,U,GT3,T,2,3,em_casa,outro,curso preferido,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10
345,Escola1,F,18,U,GT3,T,3,2,outro,servicos,outro,mae,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14
346,Escola1,M,18,R,GT3,T,4,3,professor,servicos,curso preferido,mae,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16
347,Escola1,M,18,U,GT3,T,4,3,professor,outro,curso preferido,mae,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9
348,Escola1,F,17,U,GT3,T,4,3,saude,outro,reputacao,mae,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
349,Escola2,M,18,R,GT3,T,3,2,outro,outro,curso preferido,mae,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13
350,Escola2,M,19,R,GT3,T,1,1,outro,servicos,proximidade,outro,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8
351,Escola2,M,17,U,GT3,T,3,3,saude,outro,curso preferido,mae,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13
352,Escola2,M,18,U,LE3,T,1,3,em_casa,servicos,curso preferido,mae,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8
353,Escola2,M,19,R,GT3,T,1,1,outro,outro,proximidade,outro,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8
354,Escola2,M,17,R,GT3,T,4,3,servicos,outro,proximidade,mae,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
355,Escola2,F,18,U,GT3,T,3,3,servicos,servicos,curso preferido,pai,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9
356,Escola2,F,17,R,GT3,T,4,4,professor,servicos,outro,pai,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
357,Escola2,F,17,U,LE3,A,3,2,servicos,outro,reputacao,mae,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11
358,Escola2,M,18,U,LE3,T,1,1,outro,servicos,proximidade,pai,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10
359,Escola2,F,18,U,LE3,T,1,1,em_casa,servicos,curso preferido,pai,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16
360,Escola2,F,18,R,LE3,A,1,4,em_casa,outro,curso preferido,mae,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13
361,Escola2,M,18,R,LE3,T,1,1,em_casa,outro,outro,mae,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12
362,Escola2,F,18,U,GT3,T,3,3,servicos,servicos,outro,mae,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10
363,Escola2,F,17,U,LE3,T,4,4,em_casa,em_casa,curso preferido,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15
364,Escola2,F,17,R,GT3,T,1,2,outro,servicos,curso preferido,pai,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12
365,Escola2,M,18,R,GT3,T,1,3,em_casa,outro,curso preferido,mae,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10
366,Escola2,M,18,U,LE3,T,4,4,professor,servicos,outro,mae,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13
367,Escola2,F,17,R,GT3,T,1,1,outro,servicos,reputacao,mae,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0
368,Escola2,F,18,U,GT3,T,2,3,em_casa,servicos,curso preferido,pai,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10
369,Escola2,F,18,R,GT3,T,4,4,outro,professor,outro,pai,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11
370,Escola2,F,19,U,LE3,T,3,2,servicos,servicos,proximidade,outro,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9
371,Escola2,M,18,R,LE3,T,1,2,em_casa,servicos,outro,pai,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12
372,Escola2,F,17,U,GT3,T,2,2,outro,em_casa,proximidade,mae,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11
373,Escola2,F,17,R,GT3,T,1,2,outro,outro,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5
374,Escola2,F,18,R,LE3,T,4,4,outro,outro,reputacao,mae,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19
375,Escola2,F,18,R,GT3,T,1,1,outro,outro,proximidade,mae,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10
376,Escola2,F,20,U,GT3,T,4,2,saude,outro,curso preferido,outro,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15
377,Escola2,F,18,R,LE3,T,4,4,professor,servicos,curso preferido,mae,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10
378,Escola2,F,18,U,GT3,T,3,3,outro,outro,proximidade,mae,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15
379,Escola2,F,17,R,GT3,T,3,1,em_casa,outro,reputacao,mae,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10
380,Escola2,M,18,U,GT3,T,4,4,professor,professor,proximidade,pai,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14
381,Escola2,M,18,R,GT3,T,2,1,outro,outro,outro,mae,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7
382,Escola2,M,17,U,GT3,T,2,3,outro,servicos,proximidade,pai,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10
383,Escola2,M,19,R,GT3,T,1,1,outro,servicos,outro,mae,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0
384,Escola2,M,18,R,GT3,T,4,2,outro,outro,proximidade,pai,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5
385,Escola2,F,18,R,GT3,T,2,2,em_casa,outro,outro,mae,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10
386,Escola2,F,18,R,GT3,T,4,4,professor,em_casa,reputacao,mae,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6
387,Escola2,F,19,R,GT3,T,2,3,servicos,outro,curso preferido,mae,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0
388,Escola2,F,18,U,LE3,T,3,1,professor,servicos,curso preferido,mae,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8
389,Escola2,F,18,U,GT3,T,1,1,outro,outro,curso preferido,mae,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0
390,Escola2,M,20,U,LE3,A,2,2,servicos,servicos,curso preferido,outro,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9
391,Escola2,M,17,U,LE3,T,3,1,servicos,servicos,curso preferido,mae,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16
392,Escola2,M,21,R,GT3,T,1,1,outro,outro,curso preferido,outro,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7
393,Escola2,M,18,R,LE3,T,3,2,servicos,outro,curso preferido,mae,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10
394,Escola2,M,19,U,LE3,T,1,1,outro,em_casa,curso preferido,pai,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9
0,Escola1,F,18,U,GT3,A,4,4,em_casa,professor,curso preferido,mae,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,4,0,11,11
1,Escola1,F,17,U,GT3,T,1,1,em_casa,outro,curso preferido,pai,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,2,9,11,11
2,Escola1,F,15,U,LE3,T,1,1,em_casa,outro,outro,mae,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,6,12,13,12
3,Escola1,F,15,U,GT3,T,4,2,saude,servicos,proximidade,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,0,14,14,14
4,Escola1,F,16,U,GT3,T,3,3,outro,outro,proximidade,pai,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,0,11,13,13
5,Escola1,M,16,U,LE3,T,4,3,servicos,outro,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6,12,12,13
6,Escola1,M,16,U,LE3,T,2,2,outro,outro,proximidade,mae,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,13,12,13
7,Escola1,F,17,U,GT3,A,4,4,outro,professor,proximidade,mae,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,2,10,13,13
8,Escola1,M,15,U,LE3,A,3,2,servicos,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,1,0,15,16,17
9,Escola1,M,15,U,GT3,T,3,4,outro,outro,proximidade,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,12,12,13
10,Escola1,F,15,U,GT3,T,4,4,professor,saude,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,2,14,14,14
11,Escola1,F,15,U,GT3,T,2,1,servicos,outro,reputacao,pai,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,10,12,13
12,Escola1,M,15,U,LE3,T,4,4,saude,servicos,curso preferido,pai,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0,12,13,12
13,Escola1,M,15,U,GT3,T,4,3,professor,outro,curso preferido,mae,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,12,12,13
14,Escola1,M,15,U,GT3,A,2,2,outro,outro,proximidade,outro,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,14,15
15,Escola1,F,16,U,GT3,T,4,4,saude,outro,proximidade,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,17,17,17
16,Escola1,F,16,U,GT3,T,4,4,servicos,servicos,reputacao,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10,13,13,14
17,Escola1,F,16,U,GT3,T,3,3,outro,outro,reputacao,mae,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2,13,14,14
18,Escola1,M,17,U,GT3,T,3,2,servicos,servicos,curso preferido,mae,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,8,8,7
19,Escola1,M,16,U,LE3,T,4,3,saude,outro,proximidade,pai,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,12,12,12
20,Escola1,M,15,U,GT3,T,4,3,professor,outro,reputacao,mae,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,12,13,14
21,Escola1,M,15,U,GT3,T,4,4,saude,saude,outro,pai,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,11,12,12
22,Escola1,M,16,U,LE3,T,4,2,professor,outro,curso preferido,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,12,13,14
23,Escola1,M,16,U,LE3,T,2,2,outro,outro,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,2,10,10,10
24,Escola1,F,15,R,GT3,T,2,4,servicos,saude,curso preferido,mae,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,11,10
25,Escola1,F,16,U,GT3,T,2,2,servicos,servicos,proximidade,mae,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,10,11,12
26,Escola1,M,15,U,GT3,T,2,2,outro,outro,proximidade,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8,11,12,12
27,Escola1,M,15,U,GT3,T,4,2,saude,servicos,outro,mae,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,11,11,11
28,Escola1,M,16,U,LE3,A,3,4,servicos,outro,proximidade,mae,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,12,13
29,Escola1,M,16,U,GT3,T,4,4,professor,professor,proximidade,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12,11,12
30,Escola1,M,15,U,GT3,T,4,4,saude,servicos,proximidade,mae,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,10,11,11
31,Escola1,M,15,U,GT3,T,4,4,servicos,servicos,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,2,15,15,15
32,Escola1,M,15,R,GT3,T,4,3,professor,em_casa,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,13,14,15
33,Escola1,M,15,U,LE3,T,3,3,outro,outro,curso preferido,mae,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,13,12,12
34,Escola1,M,16,U,GT3,T,3,2,outro,outro,proximidade,mae,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4,12,12,12
35,Escola1,F,15,U,GT3,T,2,3,outro,outro,outro,pai,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,11,11,11
36,Escola1,M,15,U,LE3,T,4,3,professor,servicos,proximidade,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,14,14,14
37,Escola1,M,16,R,GT3,A,4,4,outro,professor,reputacao,mae,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4,13,13,13
38,Escola1,F,15,R,GT3,T,3,4,servicos,saude,curso preferido,mae,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,11,12,12
39,Escola1,F,15,R,GT3,T,2,2,em_casa,outro,reputacao,mae,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,12
40,Escola1,F,16,U,LE3,T,2,2,outro,outro,proximidade,mae,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,11,11,10
41,Escola1,M,15,U,LE3,T,4,4,professor,outro,proximidade,outro,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,10,11,11
42,Escola1,M,15,U,GT3,T,4,4,servicos,professor,curso preferido,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,14,15,15
43,Escola1,M,15,U,GT3,T,2,2,servicos,servicos,curso preferido,pai,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,9,10,10
44,Escola1,F,16,U,LE3,T,2,2,outro,em_casa,curso preferido,pai,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,10,11,11
45,Escola1,F,15,U,LE3,A,4,3,outro,outro,curso preferido,mae,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,10,11,11
46,Escola1,F,16,U,LE3,A,3,3,outro,servicos,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,13,12,13
47,Escola1,M,16,U,GT3,T,4,3,saude,servicos,reputacao,mae,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,17,17,17
48,Escola1,M,15,U,GT3,T,4,2,professor,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,11,12,13
49,Escola1,F,15,U,GT3,T,4,4,servicos,professor,outro,pai,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,13,12,12
50,Escola1,F,16,U,LE3,T,2,2,servicos,servicos,curso preferido,mae,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,14,13,13
51,Escola1,F,15,U,LE3,T,4,2,saude,outro,outro,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,16,14,16
52,Escola1,M,15,U,LE3,A,4,2,saude,saude,outro,pai,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,10,9,9
53,Escola1,F,15,U,GT3,T,4,4,servicos,servicos,curso preferido,mae,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,13,12,12
54,Escola1,F,15,U,LE3,A,3,3,outro,outro,outro,mae,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,13,12,13
55,Escola1,F,16,U,GT3,A,2,1,outro,outro,outro,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,12,13,12
56,Escola1,F,15,U,GT3,A,4,3,servicos,servicos,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,15,14,15
57,Escola1,M,15,U,GT3,T,4,4,professor,saude,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,15,15,16
58,Escola1,M,15,U,LE3,T,1,2,outro,em_casa,proximidade,pai,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,14,13,14
59,Escola1,F,16,U,GT3,T,4,2,servicos,outro,curso preferido,mae,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,16,15,16
60,Escola1,F,16,R,GT3,T,4,4,saude,professor,outro,mae,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,17,16,16
61,Escola1,F,16,U,GT3,T,1,1,servicos,servicos,curso preferido,pai,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,10,10,16
62,Escola1,F,16,U,LE3,T,1,2,outro,servicos,reputacao,pai,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,13,13,10
63,Escola1,F,16,U,GT3,T,4,3,professor,saude,proximidade,mae,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,14,13,13
64,Escola1,F,15,U,LE3,T,4,3,servicos,servicos,reputacao,pai,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,13,12,12
65,Escola1,F,16,U,LE3,T,4,3,professor,servicos,curso preferido,mae,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,16
66,Escola1,M,15,U,GT3,A,4,4,outro,servicos,reputacao,mae,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,11,12,12
67,Escola1,F,16,U,GT3,T,3,1,servicos,outro,curso preferido,mae,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,10,9,10
68,Escola1,F,15,R,LE3,T,2,2,saude,servicos,reputacao,mae,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,11,10,11
69,Escola1,F,15,R,LE3,T,3,1,outro,outro,reputacao,pai,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,15,15,15
70,Escola1,M,16,U,GT3,T,3,1,outro,outro,reputacao,pai,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,13,11,11
71,Escola1,M,15,U,GT3,T,4,2,outro,outro,curso preferido,mae,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,11,9,10
72,Escola1,F,15,R,GT3,T,1,1,outro,outro,reputacao,mae,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,13,11,11
73,Escola1,M,16,U,GT3,T,3,1,outro,outro,reputacao,mae,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14
74,Escola1,F,16,U,GT3,T,3,3,outro,servicos,proximidade,mae,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,11,11,11
75,Escola1,M,15,U,GT3,T,4,3,professor,outro,proximidade,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,11,11,11
76,Escola1,M,15,U,GT3,T,4,0,professor,outro,curso preferido,mae,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,12,11,11
77,Escola1,F,16,U,GT3,T,2,2,outro,outro,reputacao,mae,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,13,13,13
78,Escola1,M,17,U,GT3,T,2,1,outro,outro,proximidade,mae,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,9,9,10
79,Escola1,F,16,U,GT3,T,3,4,em_casa,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,12,11,11
80,Escola1,M,15,U,GT3,T,2,3,outro,servicos,curso preferido,pai,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12
81,Escola1,M,15,U,GT3,T,2,3,outro,outro,proximidade,mae,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9
82,Escola1,F,15,U,LE3,T,3,2,servicos,outro,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,12,11,11
83,Escola1,M,15,U,LE3,T,2,2,servicos,servicos,proximidade,mae,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13
84,Escola1,F,15,U,GT3,T,1,1,outro,outro,proximidade,pai,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12
85,Escola1,F,15,U,GT3,T,4,4,servicos,servicos,reputacao,pai,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12
86,Escola1,F,16,U,LE3,T,2,2,em_casa,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,13,11,11
87,Escola1,F,15,U,GT3,T,4,2,outro,outro,reputacao,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15
88,Escola1,M,16,U,GT3,T,2,2,servicos,outro,reputacao,pai,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,12,10,11
89,Escola1,M,16,U,LE3,A,4,4,professor,saude,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,9,9,10
